Column,source,target
241,Paul Botten-Hansen,Julian
241,Paul Botten-Hansen,Carsten Hauch
241,Paul Botten-Hansen,Emil Stang
241,Paul Botten-Hansen,Emil Stang
241,Paul Botten-Hansen,Frederik Hegel
241,Paul Botten-Hansen,Jonas Lie
241,Paul Botten-Hansen,Johanne Dybwad
241,Paul Botten-Hansen,Ole Andreas Bachke
241,Paul Botten-Hansen,Jakob Løkke
241,Paul Botten-Hansen,Sara Ludvigsen
241,Paul Botten-Hansen,Ludvig Ludvigsen Daae
241,Paul Botten-Hansen,Bjørnstjerne Bjørnson
241,Paul Botten-Hansen,Michael Birkeland
241,Paul Botten-Hansen,Hans Jacob Jensen
241,Paul Botten-Hansen,Marie Thoresen
241,Paul Botten-Hansen,Johan de Besche
241,Paul Botten-Hansen,Bjørnstjerne Bjørnson
241,Paul Botten-Hansen,Ludvig Daae
241,Paul Botten-Hansen,Hans Birkrem
241,Paul Botten-Hansen,Hans Jacob Jensen
242,Jakob Løkke,Bjørnstjerne Bjørnson
242,Jakob Løkke,x
242,Jakob Løkke,Georg Sibbern
242,Jakob Løkke,Ole Andreas Bachke
242,Jakob Løkke,Paul Botten-Hansen
242,Jakob Løkke,Andreas Frederik Krieger
242,Jakob Løkke,Conferentsraad David
242,Jakob Løkke,Didi Heibergs
242,Jakob Løkke,Bjørnstjerne Bjørnson
242,Jakob Løkke,Julian
242,Jakob Løkke,Carsten Hauch
242,Jakob Løkke,Emil Stang
242,Jakob Løkke,Frederik Bætzman
242,Jakob Løkke,Johan Bravo
242,Jakob Løkke,Marcus Tullius Cicero
242,Jakob Løkke,x
242,Jakob Løkke,x
242,Jakob Løkke,Emil Stang
242,Jakob Løkke,Frederik Hegel
242,Jakob Løkke,Jonas Lie
242,Jakob Løkke,Johanne Dybwad
242,Jakob Løkke,Ole Andreas Bachke
242,Jakob Løkke,Paul Botten-Hansen
242,Jakob Løkke,Sara Ludvigsen
242,Jakob Løkke,Ludvig Ludvigsen Daae
242,Jakob Løkke,Bjørnstjerne Bjørnson
242,Jakob Løkke,Michael Birkeland
242,Jakob Løkke,Lorenz Dietrichsons
242,Jakob Løkke,x
242,Jakob Løkke,Rudolf Schmidt
242,Jakob Løkke,Bjørnstjerne Bjørnson
242,Jakob Løkke,Jacob Nandrup
242,Jakob Løkke,Henry Heyerdal
242,Jakob Løkke,Jens Peter Andresen
242,Jakob Løkke,Bjørnstjerne Bjørnson
242,Jakob Løkke,Philaret Chasle
242,Jakob Løkke,Steen
242,Jakob Løkke,Nicolai Grundtvig
242,Jakob Løkke,Johan Wessel
242,Jakob Løkke,Jonas Collin
242,Jakob Løkke,Christian Molbech
242,Jakob Løkke,Erik Bøgh
242,Jakob Løkke,Vilhelm Bergsøes
242,Jakob Løkke,Georg Brandes
242,Jakob Løkke,Johan Holm-Hansen
242,Jakob Løkke,Didi Heibergs
242,Jakob Løkke,Jakob Gottlob Berner
242,Jakob Løkke,Peter Hansen
242,Jakob Løkke,Søren Jaabæk
242,Jakob Løkke,Johan Sverdrup
242,Jakob Løkke,Frederik Hegel
242,Jakob Løkke,Marie Thoresen
242,Jakob Løkke,Harald Hårfagers
242,Jakob Løkke,x
242,Jakob Løkke,Johan Lorange
242,Jakob Løkke,Fredrik Gjertsen
242,Jakob Løkke,Andreas Munch
242,Jakob Løkke,Ludvig Ludvigsen Daae
242,Jakob Løkke,August Larsen
242,Jakob Løkke,Georg Brandes
242,Jakob Løkke,Frederik Hegel
242,Jakob Løkke,x
242,Jakob Løkke,Bjørnstjerne Bjørnson
242,Jakob Løkke,Susanna Ibsen
242,Jakob Løkke,Marie Thoresen
242,Jakob Løkke,Thomas Kragh Thoresen
242,Jakob Løkke,Friedrich von Schiller
242,Jakob Løkke,August Larsen
242,Jakob Løkke,Marie Thoresen
242,Jakob Løkke,Johan Herman Thoresen
242,Jakob Løkke,Oskar Blumenthal
242,Jakob Løkke,Carl Christian Hall
242,Jakob Løkke,Andreas Frederik Krieger
242,Jakob Løkke,Didi Heibergs
242,Jakob Løkke,Marcus Monrad
242,Jakob Løkke,Ludvig Ludvigsen Daae
242,Jakob Løkke,Hans Jacob Jensen
242,Jakob Løkke,August Larsen
242,Jakob Løkke,Peer Gynt
242,Jakob Løkke,Fredrik Gjertsen
242,Jakob Løkke,Edmund Gosse
242,Jakob Løkke,Adolf
242,Jakob Løkke,Edvard Stjernström
242,Jakob Løkke,Bjørnstjerne Bjørnson
242,Jakob Løkke,Andrea Wegener
242,Jakob Løkke,Amalie Døvle
243,Andreas Frederik Krieger,Bjørnstjerne Bjørnson
243,Andreas Frederik Krieger,x
243,Andreas Frederik Krieger,Georg Sibbern
243,Andreas Frederik Krieger,Ole Andreas Bachke
243,Andreas Frederik Krieger,Paul Botten-Hansen
243,Andreas Frederik Krieger,Jakob Løkke
243,Andreas Frederik Krieger,Conferentsraad David
243,Andreas Frederik Krieger,Didi Heibergs
243,Andreas Frederik Krieger,Bjørnstjerne Bjørnson
243,Andreas Frederik Krieger,Julian
243,Andreas Frederik Krieger,Carsten Hauch
243,Andreas Frederik Krieger,Emil Stang
243,Andreas Frederik Krieger,August Larsen
243,Andreas Frederik Krieger,Marie Thoresen
243,Andreas Frederik Krieger,Johan Herman Thoresen
243,Andreas Frederik Krieger,Oskar Blumenthal
243,Andreas Frederik Krieger,Carl Christian Hall
243,Andreas Frederik Krieger,Didi Heibergs
243,Andreas Frederik Krieger,Marcus Monrad
243,Andreas Frederik Krieger,Ludvig Ludvigsen Daae
243,Andreas Frederik Krieger,Jakob Løkke
243,Andreas Frederik Krieger,Hans Jacob Jensen
244,Conferentsraad David,Bjørnstjerne Bjørnson
244,Conferentsraad David,x
244,Conferentsraad David,Georg Sibbern
244,Conferentsraad David,Ole Andreas Bachke
244,Conferentsraad David,Paul Botten-Hansen
244,Conferentsraad David,Jakob Løkke
244,Conferentsraad David,Andreas Frederik Krieger
244,Conferentsraad David,Didi Heibergs
244,Conferentsraad David,Bjørnstjerne Bjørnson
244,Conferentsraad David,Julian
244,Conferentsraad David,Carsten Hauch
244,Conferentsraad David,Emil Stang
245,Didi Heibergs,Bjørnstjerne Bjørnson
245,Didi Heibergs,x
245,Didi Heibergs,Georg Sibbern
245,Didi Heibergs,Ole Andreas Bachke
245,Didi Heibergs,Paul Botten-Hansen
245,Didi Heibergs,Jakob Løkke
245,Didi Heibergs,Andreas Frederik Krieger
245,Didi Heibergs,Conferentsraad David
245,Didi Heibergs,Bjørnstjerne Bjørnson
245,Didi Heibergs,Julian
245,Didi Heibergs,Carsten Hauch
245,Didi Heibergs,Emil Stang
246,Bjørnstjerne Bjørnson,Bjørnstjerne Bjørnson
246,Bjørnstjerne Bjørnson,x
246,Bjørnstjerne Bjørnson,Georg Sibbern
246,Bjørnstjerne Bjørnson,Ole Andreas Bachke
246,Bjørnstjerne Bjørnson,Paul Botten-Hansen
246,Bjørnstjerne Bjørnson,Jakob Løkke
246,Bjørnstjerne Bjørnson,Andreas Frederik Krieger
246,Bjørnstjerne Bjørnson,Conferentsraad David
246,Bjørnstjerne Bjørnson,Didi Heibergs
246,Bjørnstjerne Bjørnson,Julian
246,Bjørnstjerne Bjørnson,Carsten Hauch
246,Bjørnstjerne Bjørnson,Emil Stang
247,Julian,Bjørnstjerne Bjørnson
247,Julian,x
247,Julian,Georg Sibbern
247,Julian,Ole Andreas Bachke
247,Julian,Paul Botten-Hansen
247,Julian,Jakob Løkke
247,Julian,Andreas Frederik Krieger
247,Julian,Conferentsraad David
247,Julian,Didi Heibergs
247,Julian,Bjørnstjerne Bjørnson
247,Julian,Carsten Hauch
247,Julian,Emil Stang
247,Julian,x
247,Julian,Carsten Hauch
247,Julian,Vilhelm Bergsøes
247,Julian,Frederik Hegel
247,Julian,Etatsraad Bravo
247,Julian,Otto Valdemar Mourrier
247,Julian,Ole Fladager
247,Julian,Sigurd Ibsen
247,Julian,Karl Albrecht Hölbe
247,Julian,x
247,Julian,Peter Friedrich Siebold
247,Julian,Adolf Strodtmann
247,Julian,Georg Brandes
247,Julian,Gregor fra Nazianz
247,Julian,Basilios den store
247,Julian,x
247,Julian,Cæsarion
247,Julian,Konstanzios
247,Julian,Pergamon
247,Julian,Hilarion
247,Julian,Frederik Hegel
247,Julian,Eunapios
247,Julian,Hans Jacob Jensen
248,Carsten Hauch,Bjørnstjerne Bjørnson
248,Carsten Hauch,x
248,Carsten Hauch,Georg Sibbern
248,Carsten Hauch,Ole Andreas Bachke
248,Carsten Hauch,Paul Botten-Hansen
248,Carsten Hauch,Jakob Løkke
248,Carsten Hauch,Andreas Frederik Krieger
248,Carsten Hauch,Conferentsraad David
248,Carsten Hauch,Didi Heibergs
248,Carsten Hauch,Bjørnstjerne Bjørnson
248,Carsten Hauch,Julian
248,Carsten Hauch,Emil Stang
248,Carsten Hauch,Richard Voss
248,Carsten Hauch,Ove Rode
248,Carsten Hauch,Lorenz Dietrichsons
248,Carsten Hauch,Julian
248,Carsten Hauch,x
248,Carsten Hauch,Vilhelm Bergsøes
248,Carsten Hauch,Frederik Hegel
248,Carsten Hauch,Etatsraad Bravo
248,Carsten Hauch,Otto Valdemar Mourrier
248,Carsten Hauch,Ole Fladager
248,Carsten Hauch,Sigurd Ibsen
248,Carsten Hauch,Karl Albrecht Hölbe
248,Carsten Hauch,x
248,Carsten Hauch,Peter Friedrich Siebold
249,Emil Stang,Bjørnstjerne Bjørnson
249,Emil Stang,x
249,Emil Stang,Georg Sibbern
249,Emil Stang,Ole Andreas Bachke
249,Emil Stang,Paul Botten-Hansen
249,Emil Stang,Jakob Løkke
249,Emil Stang,Andreas Frederik Krieger
249,Emil Stang,Conferentsraad David
249,Emil Stang,Didi Heibergs
249,Emil Stang,Bjørnstjerne Bjørnson
249,Emil Stang,Julian
249,Emil Stang,Carsten Hauch
250,Hans Holmboe,Georg Sibbern
250,Hans Holmboe,Bernhard Dunker
250,Hans Holmboe,Frederik Bætzman
251,Frederik Bætzman,Georg Sibbern
251,Frederik Bætzman,Bernhard Dunker
251,Frederik Bætzman,Hans Holmboe
252,August,Tiberius
252,August,Nero
252,August,Vespasian
252,August,Titus
252,August,Antonio
252,August,Demosthenes
252,August,Minervas
252,August,Ariadne
252,August,Gallier
252,August,Agrippina
252,August,Marcellus
253,Tiberius,August
253,Tiberius,Nero
253,Tiberius,Vespasian
253,Tiberius,Titus
253,Tiberius,Antonio
253,Tiberius,Demosthenes
253,Tiberius,Minervas
253,Tiberius,Ariadne
253,Tiberius,Gallier
253,Tiberius,Agrippina
253,Tiberius,Marcellus
254,Nero,August
254,Nero,Tiberius
254,Nero,Vespasian
254,Nero,Titus
254,Nero,Antonio
254,Nero,Demosthenes
254,Nero,Minervas
254,Nero,Ariadne
254,Nero,Gallier
254,Nero,Agrippina
254,Nero,Marcellus
255,Vespasian,August
255,Vespasian,Tiberius
255,Vespasian,Nero
255,Vespasian,Titus
255,Vespasian,Antonio
255,Vespasian,Demosthenes
255,Vespasian,Minervas
255,Vespasian,Ariadne
255,Vespasian,Gallier
255,Vespasian,Agrippina
255,Vespasian,Marcellus
256,Titus,August
256,Titus,Tiberius
256,Titus,Nero
256,Titus,Vespasian
256,Titus,Antonio
256,Titus,Demosthenes
256,Titus,Minervas
256,Titus,Ariadne
256,Titus,Gallier
256,Titus,Agrippina
256,Titus,Marcellus
257,Antonio,August
257,Antonio,Tiberius
257,Antonio,Nero
257,Antonio,Vespasian
257,Antonio,Titus
257,Antonio,Demosthenes
257,Antonio,Minervas
257,Antonio,Ariadne
257,Antonio,Gallier
257,Antonio,Agrippina
257,Antonio,Marcellus
258,Demosthenes,August
258,Demosthenes,Tiberius
258,Demosthenes,Nero
258,Demosthenes,Vespasian
258,Demosthenes,Titus
258,Demosthenes,Antonio
258,Demosthenes,Minervas
258,Demosthenes,Ariadne
258,Demosthenes,Gallier
258,Demosthenes,Agrippina
258,Demosthenes,Marcellus
259,Minervas,August
259,Minervas,Tiberius
259,Minervas,Nero
259,Minervas,Vespasian
259,Minervas,Titus
259,Minervas,Antonio
259,Minervas,Demosthenes
259,Minervas,Ariadne
259,Minervas,Gallier
259,Minervas,Agrippina
259,Minervas,Marcellus
260,Ariadne,August
260,Ariadne,Tiberius
260,Ariadne,Nero
260,Ariadne,Vespasian
260,Ariadne,Titus
260,Ariadne,Antonio
260,Ariadne,Demosthenes
260,Ariadne,Minervas
260,Ariadne,Gallier
260,Ariadne,Agrippina
260,Ariadne,Marcellus
261,Gallier,August
261,Gallier,Tiberius
261,Gallier,Nero
261,Gallier,Vespasian
261,Gallier,Titus
261,Gallier,Antonio
261,Gallier,Demosthenes
261,Gallier,Minervas
261,Gallier,Ariadne
261,Gallier,Agrippina
261,Gallier,Marcellus
262,Agrippina,August
262,Agrippina,Tiberius
262,Agrippina,Nero
262,Agrippina,Vespasian
262,Agrippina,Titus
262,Agrippina,Antonio
262,Agrippina,Demosthenes
262,Agrippina,Minervas
262,Agrippina,Ariadne
262,Agrippina,Gallier
262,Agrippina,Marcellus
263,Marcellus,August
263,Marcellus,Tiberius
263,Marcellus,Nero
263,Marcellus,Vespasian
263,Marcellus,Titus
263,Marcellus,Antonio
263,Marcellus,Demosthenes
263,Marcellus,Minervas
263,Marcellus,Ariadne
263,Marcellus,Gallier
263,Marcellus,Agrippina
264,Robert Prutz,Heine Heinrich
264,Robert Prutz,Svenn Henrik Helms
264,Robert Prutz,Harald Thaulow
265,Heine Heinrich,Robert Prutz
265,Heine Heinrich,Svenn Henrik Helms
265,Heine Heinrich,Harald Thaulow
266,Svenn Henrik Helms,Robert Prutz
266,Svenn Henrik Helms,Heine Heinrich
266,Svenn Henrik Helms,Harald Thaulow
267,Harald Thaulow,Robert Prutz
267,Harald Thaulow,Heine Heinrich
267,Harald Thaulow,Svenn Henrik Helms
269,Emil Stang,Georg Sibbern
269,Emil Stang,Carsten Hauch
269,Emil Stang,Clemens Petersen
269,Emil Stang,Georg Brandes
269,Emil Stang,Christian Richardt
269,Emil Stang,Frederik Helveg
269,Emil Stang,Vilhelm Lyng
269,Emil Stang,Gustaf Hamilton
269,Emil Stang,Georg Sibbern
269,Emil Stang,Georg Brandes
269,Emil Stang,Edvard Grieg
269,Emil Stang,Frederik Hegel
269,Emil Stang,Jonas Lie
269,Emil Stang,Johanne Dybwad
269,Emil Stang,Ole Andreas Bachke
269,Emil Stang,Jakob Løkke
269,Emil Stang,Paul Botten-Hansen
269,Emil Stang,Sara Ludvigsen
269,Emil Stang,Ludvig Ludvigsen Daae
269,Emil Stang,Bjørnstjerne Bjørnson
269,Emil Stang,Michael Birkeland
269,Emil Stang,Hans Jacob Jensen
269,Emil Stang,Johanne Dybwad
269,Emil Stang,Albert Cammermeyer
269,Emil Stang,Susanna Ibsen
269,Emil Stang,Sigurd Ibsen
269,Emil Stang,Frederik Hegel
269,Emil Stang,Andreas Isachsen
269,Emil Stang,Hans Jacob Jensen
269,Emil Stang,Marie Thoresen
269,Emil Stang,Hans Jacob Jensen
269,Emil Stang,Andreas Isachsen
269,Emil Stang,Bernick
269,Emil Stang,Laura Gundersen
269,Emil Stang,Harald Nielsen
269,Emil Stang,x
269,Emil Stang,Aagot Gjems
269,Emil Stang,Hilmar Tønnesen
269,Emil Stang,Arnoldus Reimers
269,Emil Stang,frøken Hessel
269,Emil Stang,Lucie Wolf
269,Emil Stang,Andreas Isachsen
269,Emil Stang,Rørlund
269,Emil Stang,Henrik Klausen
269,Emil Stang,Rummel
269,Emil Stang,Jens Selmer
269,Emil Stang,Johannes Brun
269,Emil Stang,Hjalmar Hammer
269,Emil Stang,Christian Abelsted
269,Emil Stang,Ole Johan Bucher
269,Emil Stang,Dina Dorf
269,Emil Stang,Fru Juel
269,Emil Stang,Krap
269,Emil Stang,Aunes
269,Emil Stang,Sofie Parelius
269,Emil Stang,fru Holt
269,Emil Stang,Vilhelm Lyng
269,Emil Stang,Amalie Døvle
269,Emil Stang,Nils Lund
269,Emil Stang,Frederik Cetti
269,Emil Stang,Wilhelm Foght
269,Emil Stang,Sigurd Ibsen
269,Emil Stang,Bjørnstjerne Bjørnson
269,Emil Stang,Jonas Lie
269,Emil Stang,Johanne Luise Heiberg
269,Emil Stang,Ludwig Passarge
269,Emil Stang,Otto Sinding
269,Emil Stang,August Gröbners
269,Emil Stang,Georg Brandes
269,Emil Stang,Daniel Spizer
270,Carsten Hauch,Georg Sibbern
270,Carsten Hauch,Emil Stang
270,Carsten Hauch,Clemens Petersen
270,Carsten Hauch,Georg Brandes
270,Carsten Hauch,Christian Richardt
270,Carsten Hauch,Frederik Helveg
270,Carsten Hauch,Vilhelm Lyng
270,Carsten Hauch,Gustaf Hamilton
270,Carsten Hauch,Edvard Fallesen
270,Carsten Hauch,Didi Heibergs
270,Carsten Hauch,Marie Thoresen
270,Carsten Hauch,Molbech
270,Carsten Hauch,Edvard Brandes
270,Carsten Hauch,Gustaf Retzius
270,Carsten Hauch,Urban von Feilitzen
270,Carsten Hauch,Valfrid Vasenius
270,Carsten Hauch,Nordahl Rolfsen
271,Georg Brandes,Georg Sibbern
271,Georg Brandes,Emil Stang
271,Georg Brandes,Carsten Hauch
271,Georg Brandes,Clemens Petersen
271,Georg Brandes,Christian Richardt
271,Georg Brandes,Frederik Helveg
271,Georg Brandes,Vilhelm Lyng
271,Georg Brandes,Gustaf Hamilton
271,Georg Brandes,Frederik Helveg
271,Georg Brandes,Christian Abelsted
271,Georg Brandes,x
271,Georg Brandes,Søren Kirkegaard
271,Georg Brandes,Georg Sibbern
271,Georg Brandes,Emil Stang
271,Georg Brandes,Edvard Grieg
271,Georg Brandes,Peer Gynt
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Clemens Petersen
271,Georg Brandes,Vilhelm Bergsøes
271,Georg Brandes,Johan Bravo
271,Georg Brandes,Johan Dahl
271,Georg Brandes,Hermann Löscher
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Rudolf Schmidt
271,Georg Brandes,Vilhelm Bergsøes
271,Georg Brandes,Johan Bravo
271,Georg Brandes,Hermann Löscher
271,Georg Brandes,Henrik Greensteen
271,Georg Brandes,Vilhelm Bergsøes
271,Georg Brandes,Carl Plougs
271,Georg Brandes,Molbech
271,Georg Brandes,Christian Floor
271,Georg Brandes,Richard Voss
271,Georg Brandes,x
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Peter Friedrich Siebold
271,Georg Brandes,x
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Johan Herman Thoresen
271,Georg Brandes,Peter Hansen
271,Georg Brandes,Robert Watt
271,Georg Brandes,x
271,Georg Brandes,Gert Westphalers
271,Georg Brandes,Ludvig Schou
271,Georg Brandes,Frederik Hegel
271,Georg Brandes,L. Napoleon
271,Georg Brandes,Frederik Knudtzon
271,Georg Brandes,Carl Steffeck
271,Georg Brandes,Julian
271,Georg Brandes,Adolf Strodtmann
271,Georg Brandes,Jonas Lie
271,Georg Brandes,Peter Hansen
271,Georg Brandes,Meïr Goldschmidt
271,Georg Brandes,Søren Jaabæk
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Marie Thoresen
271,Georg Brandes,Dorothea Falsen
271,Georg Brandes,Axel Thoresen
271,Georg Brandes,Susanna Ibsen
271,Georg Brandes,Sigurd Ibsen
271,Georg Brandes,Ludvig Ludvigsen Daae
271,Georg Brandes,Jakob Løkke
271,Georg Brandes,August Larsen
271,Georg Brandes,x
271,Georg Brandes,Dorothea Falsen
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Holger Drachmann
271,Georg Brandes,Jakob Gottlob Berner
271,Georg Brandes,Molbech
271,Georg Brandes,Didi Heibergs
271,Georg Brandes,Moritz Lazarus
271,Georg Brandes,Jonas Lie
271,Georg Brandes,August Larsen
271,Georg Brandes,x
271,Georg Brandes,Sara Ludvigsen
271,Georg Brandes,Frederik Bætzman
271,Georg Brandes,Frederik Hegel
271,Georg Brandes,Hans Martensen
271,Georg Brandes,David Strauss
271,Georg Brandes,Paul Heyse
271,Georg Brandes,August Larsen
271,Georg Brandes,Edvard Fallesen
271,Georg Brandes,Gustaf Gustafson
271,Georg Brandes,Molbech
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Gustaf Gustafson
271,Georg Brandes,Frederik Hegel
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Sigurd Ibsen
271,Georg Brandes,Niels Ravnkilde
271,Georg Brandes,Christian Paus
271,Georg Brandes,x
271,Georg Brandes,Sofie Cappelen
271,Georg Brandes,Hans Ørn Blom
271,Georg Brandes,Jon Gynts
271,Georg Brandes,Frederik Hegel
271,Georg Brandes,Peter Heise
271,Georg Brandes,Sigurd Ibsen
271,Georg Brandes,Bjørnstjerne Bjørnson
271,Georg Brandes,Jonas Lie
271,Georg Brandes,Johanne Luise Heiberg
271,Georg Brandes,Ludwig Passarge
271,Georg Brandes,Emil Stang
271,Georg Brandes,Otto Sinding
271,Georg Brandes,August Gröbners
271,Georg Brandes,Daniel Spizer
271,Georg Brandes,Hjalmar Ekdals
271,Georg Brandes,Edvard Fallesen
271,Georg Brandes,Alexander Lange Kielland
271,Georg Brandes,Edith Brandes
271,Georg Brandes,Helge Rode
271,Georg Brandes,Victor Hugos
271,Georg Brandes,Einar Christiansen
271,Georg Brandes,Otto Borchsenius
271,Georg Brandes,Karl Larsen
271,Georg Brandes,Marie Thoresen
271,Georg Brandes,Jonas Lie
272,Christian Richardt,Georg Sibbern
272,Christian Richardt,Emil Stang
272,Christian Richardt,Carsten Hauch
272,Christian Richardt,Clemens Petersen
272,Christian Richardt,Georg Brandes
272,Christian Richardt,Frederik Helveg
272,Christian Richardt,Vilhelm Lyng
272,Christian Richardt,Gustaf Hamilton
272,Christian Richardt,Frederik Hegel
272,Christian Richardt,Bjørnstjerne Bjørnson
272,Christian Richardt,Kristoffer Janson
272,Christian Richardt,Georg Brandes
272,Christian Richardt,Marie Colban
272,Christian Richardt,Jens Peter Jakobsen
272,Christian Richardt,August Larsen
273,Frederik Helveg,Georg Sibbern
273,Frederik Helveg,Emil Stang
273,Frederik Helveg,Carsten Hauch
273,Frederik Helveg,Clemens Petersen
273,Frederik Helveg,Georg Brandes
273,Frederik Helveg,Christian Richardt
273,Frederik Helveg,Vilhelm Lyng
273,Frederik Helveg,Gustaf Hamilton
273,Frederik Helveg,Georg Brandes
273,Frederik Helveg,Christian Abelsted
273,Frederik Helveg,x
273,Frederik Helveg,Søren Kirkegaard
274,Vilhelm Lyng,Georg Sibbern
274,Vilhelm Lyng,Emil Stang
274,Vilhelm Lyng,Carsten Hauch
274,Vilhelm Lyng,Clemens Petersen
274,Vilhelm Lyng,Georg Brandes
274,Vilhelm Lyng,Christian Richardt
274,Vilhelm Lyng,Frederik Helveg
274,Vilhelm Lyng,Gustaf Hamilton
275,Gustaf Hamilton,Georg Sibbern
275,Gustaf Hamilton,Emil Stang
275,Gustaf Hamilton,Carsten Hauch
275,Gustaf Hamilton,Clemens Petersen
275,Gustaf Hamilton,Georg Brandes
275,Gustaf Hamilton,Christian Richardt
275,Gustaf Hamilton,Frederik Helveg
275,Gustaf Hamilton,Vilhelm Lyng
276,x,Frederik Hegel
276,x,Christian Richardt
277,Christian Richardt,x
277,Christian Richardt,Frederik Hegel
278,Lorenz Dietrichsons,Carl Paul Caspari
278,Lorenz Dietrichsons,Giuseppe
278,Lorenz Dietrichsons,Johan Bravo
279,Carl Paul Caspari,Lorenz Dietrichsons
279,Carl Paul Caspari,Giuseppe
279,Carl Paul Caspari,Johan Bravo
280,Giuseppe,Lorenz Dietrichsons
280,Giuseppe,Carl Paul Caspari
280,Giuseppe,Johan Bravo
280,Giuseppe,x
280,Giuseppe,Anatole Lorentzani
280,Giuseppe,Georg Sibbern
280,Giuseppe,x
281,Christian Abelsted,Frederik Helveg
281,Christian Abelsted,Georg Brandes
281,Christian Abelsted,x
281,Christian Abelsted,Søren Kirkegaard
282,x,Frederik Helveg
282,x,Georg Brandes
282,x,Christian Abelsted
282,x,Søren Kirkegaard
283,Søren Kirkegaard,Frederik Helveg
283,Søren Kirkegaard,Georg Brandes
283,Søren Kirkegaard,Christian Abelsted
283,Søren Kirkegaard,x
284,Frederik Bætzman,Johan Bravo
284,Frederik Bætzman,Marcus Tullius Cicero
284,Frederik Bætzman,x
284,Frederik Bætzman,Jakob Løkke
284,Frederik Bætzman,x
285,Marcus Tullius Cicero,Frederik Bætzman
285,Marcus Tullius Cicero,Johan Bravo
285,Marcus Tullius Cicero,x
285,Marcus Tullius Cicero,Jakob Løkke
285,Marcus Tullius Cicero,x
285,Marcus Tullius Cicero,Ladislaus Bolski
285,Marcus Tullius Cicero,Stuart Millske
285,Marcus Tullius Cicero,Frederik Hegel
285,Marcus Tullius Cicero,Lucius Seneca
285,Marcus Tullius Cicero,Adolf Strodtmann
286,x,Frederik Bætzman
286,x,Johan Bravo
286,x,Marcus Tullius Cicero
286,x,Jakob Løkke
286,x,x
287,x,Frederik Bætzman
287,x,Johan Bravo
287,x,Marcus Tullius Cicero
287,x,x
287,x,Jakob Løkke
288,Edvard Grieg,Georg Sibbern
288,Edvard Grieg,Emil Stang
288,Edvard Grieg,Georg Brandes
289,Edvard Grieg,Bjørnstjerne Bjørnson
289,Edvard Grieg,Tom Dieck
289,Edvard Grieg,Solvejg
289,Edvard Grieg,Ludvig Josephson
289,Edvard Grieg,Molbech
289,Edvard Grieg,Ludvig Josephson
289,Edvard Grieg,Hartvig Lassen
289,Edvard Grieg,Nordahl Rolfsen
289,Edvard Grieg,Ole Bull
289,Edvard Grieg,Klaus Hoel
289,Edvard Grieg,Jacob Hegel
289,Edvard Grieg,W. Hansens
290,x,Johan Herman Thoresen
290,x,Johan Herman Thoresen
291,Johan Herman Thoresen,x
291,Johan Herman Thoresen,x
291,Johan Herman Thoresen,Bjørnstjerne Bjørnson
291,Johan Herman Thoresen,Georg Brandes
291,Johan Herman Thoresen,Peter Hansen
291,Johan Herman Thoresen,Robert Watt
291,Johan Herman Thoresen,Jonas Lie
291,Johan Herman Thoresen,Holger Drachmann
291,Johan Herman Thoresen,Rudolf Schmidt
291,Johan Herman Thoresen,Georg Brandes
291,Johan Herman Thoresen,Edvard Brandes
292,Paul Botten-Hansen,Jacob Dybwad
292,Paul Botten-Hansen,Christian Richardt
292,Paul Botten-Hansen,Clemens Petersen
292,Paul Botten-Hansen,Martin Salomonsen
292,Paul Botten-Hansen,x
292,Paul Botten-Hansen,Richard Voss
292,Paul Botten-Hansen,Bernhard Dunker
292,Paul Botten-Hansen,Lorenz Dietrichsons
292,Paul Botten-Hansen,Andreas Listov
292,Paul Botten-Hansen,Christian den 4.
292,Paul Botten-Hansen,Georg Sibbern
292,Paul Botten-Hansen,Kong Carl
292,Paul Botten-Hansen,Niels Ravnkilde
292,Paul Botten-Hansen,Frederik Bætzman
292,Paul Botten-Hansen,Bjørnstjerne Bjørnson
292,Paul Botten-Hansen,Michael Birkeland
292,Paul Botten-Hansen,Martin Salomonsen
292,Paul Botten-Hansen,Henrik Klausen
292,Paul Botten-Hansen,Hans Jacob Jensen
292,Paul Botten-Hansen,Terje Vigen
292,Paul Botten-Hansen,Bjørnstjerne Bjørnson
292,Paul Botten-Hansen,Vilhelm Bergsøes
293,Jacob Dybwad,Paul Botten-Hansen
293,Jacob Dybwad,Christian Richardt
293,Jacob Dybwad,Clemens Petersen
293,Jacob Dybwad,Martin Salomonsen
293,Jacob Dybwad,x
294,Christian Richardt,Paul Botten-Hansen
294,Christian Richardt,Jacob Dybwad
294,Christian Richardt,Clemens Petersen
294,Christian Richardt,Martin Salomonsen
294,Christian Richardt,x
295,Martin Salomonsen,Paul Botten-Hansen
